year_month,profit
2022-08-14,1392.0
2022-08-15,1648.0
2022-08-16,1783.0
2022-08-17,1052.0
2022-08-18,1597.0
2022-08-19,1631.0
2022-08-20,880.0
2022-08-21,1684.0
2022-08-22,1149.0
2022-08-23,2062.0
2022-08-24,981.0
2022-08-25,1864.0
2022-08-26,1346.0
2022-08-27,1379.0
2022-08-28,1169.0
2022-08-29,1433.0
2022-08-30,1868.0
2022-08-31,886.0
2022-09-01,1651.0
2022-09-02,887.0
2022-09-03,1718.0
2022-09-04,1291.0
2022-09-05,1421.0
2022-09-06,1136.0
2022-09-07,1050.0
2022-09-08,508.0
2022-09-09,1000.0
2022-09-10,1982.0
2022-09-11,1347.0
2022-09-12,1378.0
2022-09-13,1181.0
2022-09-14,1907.0
2022-09-15,924.0
2022-09-16,1515.0
2022-09-17,1530.0
2022-09-18,1540.0
2022-09-19,1013.0
2022-09-20,1410.0
2022-09-21,1600.0
2022-09-22,800.0
2022-09-23,1242.0
2022-09-24,1765.0
2022-09-25,1987.0
2022-09-26,2153.0
2022-09-27,925.0
2022-09-28,1925.0
2022-09-29,1142.0
2022-09-30,1713.0
2022-10-01,1187.0
2022-10-02,1295.0
2022-10-03,1765.0
2022-10-04,1855.0
2022-10-05,1944.0
2022-10-06,924.0
2022-10-07,1734.0
2022-10-08,1185.0
2022-10-09,1315.0
2022-10-10,1375.0
2022-10-11,1526.0
2022-10-12,1402.0
2022-10-13,2057.0
2022-10-14,1328.0
2022-10-15,995.0
2022-10-16,1603.0
2022-10-17,1082.0
2022-10-18,1735.0
2022-10-19,1105.0
2022-10-20,1957.0
2022-10-21,1482.0
2022-10-22,1440.0
2022-10-23,1727.0
2022-10-24,802.0
2022-10-25,1254.0
2022-10-26,2015.0
2022-10-27,2019.0
2022-10-28,1735.0
2022-10-29,1652.0
2022-10-30,1836.0
2022-10-31,1685.0
2022-11-01,1353.0
2022-11-02,1103.0
2022-11-03,1208.0
2022-11-04,2029.0
2022-11-05,1431.0
2022-11-06,1665.0
2022-11-07,1702.0
2022-11-08,1487.0
2022-11-09,1736.0
2022-11-10,1222.0
2022-11-11,1189.0
2022-11-12,1266.0
2022-11-13,1690.0
2022-11-14,1106.0
2022-11-15,1605.0
2022-11-16,1428.0
2022-11-17,1805.0
2022-11-18,1421.0
2022-11-19,1538.0
2022-11-20,1788.0
2022-11-21,1911.0
2022-11-22,1554.0
2022-11-23,1699.0
2022-11-24,1777.0
2022-11-25,1536.0
2022-11-26,1176.0
2022-11-27,1948.0
2022-11-28,992.0
2022-11-29,1254.0
2022-11-30,1710.0
2022-12-01,2175.0
2022-12-02,1232.0
2022-12-03,1561.0
2022-12-04,1400.0
2022-12-05,1860.0
2022-12-06,1862.0
2022-12-07,1370.0
2022-12-08,1931.0
2022-12-09,1293.0
2022-12-10,2250.0
2022-12-11,1321.0
2022-12-12,1791.0
2022-12-13,2185.0
2022-12-14,1873.0
2022-12-15,2658.0
2022-12-16,1772.0
2022-12-17,2165.0
2022-12-18,1688.0
2022-12-19,1862.0
2022-12-20,1066.0
2022-12-21,1949.0
2022-12-22,921.0
2022-12-23,1697.0
2022-12-24,1748.0
2022-12-25,2005.0
2022-12-26,1993.0
2022-12-27,1977.0
2022-12-28,2130.0
2022-12-29,1912.0
2022-12-30,1960.0
2022-12-31,2108.0
2023-01-01,2638.0
2023-01-02,2050.0
2023-01-03,1602.0
2023-01-04,2304.0
2023-01-05,1687.0
2023-01-06,2188.0
2023-01-07,1786.0
2023-01-08,1484.0
2023-01-09,1516.0
2023-01-10,1754.0
2023-01-11,2033.0
2023-01-12,2592.0
2023-01-13,1497.0
2023-01-14,1174.0
2023-01-15,2052.0
2023-01-16,2303.0
2023-01-17,1346.0
2023-01-18,2111.0
2023-01-19,2206.0
2023-01-20,1413.0
2023-01-21,1984.0
2023-01-22,2821.0
2023-01-23,1478.0
2023-01-24,1926.0
2023-01-25,2003.0
2023-01-26,1762.0
2023-01-27,1846.0
2023-01-28,1085.0
2023-01-29,2192.0
2023-01-30,1436.0
2023-01-31,2057.0
2023-02-01,1626.0
2023-02-02,1606.0
2023-02-03,2445.0
2023-02-04,1383.0
2023-02-05,1884.0
2023-02-06,2159.0
2023-02-07,2025.0
2023-02-08,1608.0
2023-02-09,2038.0
2023-02-10,1756.0
2023-02-11,1877.0
2023-02-12,1415.0
2023-02-13,2335.0
2023-02-14,2010.0
2023-02-15,2185.0
2023-02-16,2533.0
2023-02-17,2156.0
2023-02-18,2344.0
2023-02-19,2050.0
2023-02-20,2231.0
2023-02-21,2516.0
2023-02-22,2526.0
2023-02-23,1700.0
2023-02-24,1940.0
2023-02-25,1973.0
2023-02-26,2008.0
2023-02-27,1665.0
2023-02-28,2654.0
2023-03-01,1165.0
2023-03-02,1664.0
2023-03-03,1886.0
2023-03-04,2022.0
2023-03-05,1980.0
2023-03-06,2160.0
2023-03-07,2313.0
2023-03-08,2101.0
2023-03-09,2037.0
2023-03-10,2589.0
2023-03-11,1153.0
2023-03-12,1601.0
2023-03-13,1669.0
2023-03-14,1671.0
2023-03-15,2098.0
2023-03-16,2350.0
2023-03-17,1848.0
2023-03-18,1951.0
2023-03-19,2481.0
2023-03-20,2069.0
2023-03-21,2110.0
2023-03-22,1803.0
2023-03-23,2143.0
2023-03-24,1954.0
2023-03-25,1862.0
2023-03-26,2308.0
2023-03-27,2521.0
2023-03-28,2660.0
2023-03-29,2174.0
2023-03-30,2332.0
2023-03-31,1804.0
2023-04-01,2188.0
2023-04-02,1824.0
2023-04-03,2166.0
2023-04-04,2501.0
2023-04-05,3056.0
2023-04-06,3483.0
2023-04-07,2169.0
2023-04-08,2909.0
2023-04-09,2563.0
2023-04-10,2530.0
2023-04-11,1564.0
2023-04-12,2504.0
2023-04-13,1850.0
2023-04-14,1954.0
2023-04-15,2802.0
2023-04-16,1922.0
2023-04-17,2389.0
2023-04-18,2000.0
2023-04-19,2805.0
2023-04-20,1672.0
2023-04-21,1682.0
2023-04-22,2834.0
2023-04-23,2355.0
2023-04-24,2436.0
2023-04-25,3742.0
2023-04-26,3179.0
2023-04-27,2744.0
2023-04-28,2296.0
2023-04-29,3134.0
2023-04-30,2664.0
2023-05-01,2693.0
2023-05-02,2557.0
2023-05-03,2772.0
2023-05-04,2762.0
2023-05-05,3249.0
2023-05-06,3517.0
2023-05-07,2593.0
2023-05-08,2322.0
2023-05-09,2003.0
2023-05-10,2493.0
2023-05-11,3300.0
2023-05-12,2603.0
2023-05-13,2345.0
2023-05-14,2541.0
2023-05-15,3656.0
2023-05-16,2524.0
2023-05-17,3037.0
2023-05-18,3323.0
2023-05-19,3365.0
2023-05-20,3098.0
2023-05-21,2776.0
2023-05-22,3651.0
2023-05-23,3022.0
2023-05-24,2907.0
2023-05-25,3479.0
2023-05-26,2511.0
2023-05-27,3139.0
2023-05-28,3150.0
2023-05-29,2932.0
2023-05-30,3118.0
2023-05-31,2607.0
2023-06-01,2760.0
2023-06-02,3453.0
2023-06-03,4208.0
2023-06-04,2952.0
2023-06-05,3509.0
2023-06-06,3364.0
2023-06-07,2625.0
2023-06-08,3731.0
2023-06-09,3723.0
2023-06-10,3165.0
2023-06-11,4031.0
2023-06-12,4192.0
2023-06-13,3106.0
2023-06-14,2848.0
2023-06-15,3700.0
2023-06-16,2792.0
2023-06-17,4034.0
2023-06-18,4141.0
2023-06-19,4960.0
2023-06-20,4388.0
2023-06-21,4083.0
2023-06-22,3528.0
2023-06-23,3812.0
2023-06-24,3809.0
2023-06-25,4300.0
2023-06-26,3544.0
2023-06-27,4451.0
2023-06-28,3703.0
2023-06-29,3696.0
2023-06-30,3748.0
2023-07-01,3700.0
2023-07-02,5666.0
2023-07-03,4400.0
2023-07-04,4425.0
2023-07-05,7226.0
2023-07-06,7327.0
2023-07-07,11242.0
2023-07-08,16286.0
2023-07-09,9052.0
2023-07-10,7665.0
2023-07-11,3517.0
2023-07-12,4368.0
2023-07-13,956.0
2023-07-14,511.0
