product_id,non_disponibili,disponibili,totale,percentuale_disponibili
27731,4,4,8,50.0
890,7,4,11,36.4
7290,5,4,9,44.4
13245,7,4,11,36.4
13532,7,4,11,36.4
16675,4,4,8,50.0
13088,7,4,11,36.4
13414,4,4,8,50.0
12943,10,4,14,28.6
28971,7,4,11,36.4
13932,5,4,9,44.4
8750,7,4,11,36.4
604,4,4,8,50.0
156,5,4,9,44.4
7444,8,4,12,33.3
5690,6,4,10,40.0
12573,9,4,13,30.8
12585,5,4,9,44.4
12599,10,4,14,28.6
12651,4,4,8,50.0
12656,6,4,10,40.0
11775,7,4,11,36.4
8707,6,4,10,40.0
20483,9,4,13,30.8
5904,6,4,10,40.0
8473,7,4,11,36.4
7225,7,4,11,36.4
6216,8,4,12,33.3
7248,5,4,9,44.4
14464,7,4,11,36.4
1158,7,4,11,36.4
1416,5,4,9,44.4
1930,6,4,10,40.0
8345,6,4,10,40.0
6562,7,4,11,36.4
7334,6,4,10,40.0
946,6,4,10,40.0
5815,6,4,10,40.0
3003,10,4,14,28.6
1225,9,4,13,30.8
6609,7,4,11,36.4
6106,11,4,15,26.7
7133,6,4,10,40.0
5859,8,4,12,33.3
6119,5,4,9,44.4
20462,6,4,10,40.0
496,5,4,9,44.4
4087,7,4,11,36.4
506,5,4,9,44.4
764,6,4,10,40.0
2045,10,4,14,28.6
3071,8,4,12,33.3
5408,8,4,12,33.3
5435,8,4,12,33.3
5560,6,4,10,40.0
6681,7,4,11,36.4
26890,4,4,8,50.0
26496,6,4,10,40.0
28837,6,4,10,40.0
8486,6,4,10,40.0
13112,8,4,12,33.3
9004,6,4,10,40.0
591,8,4,12,33.3
20233,8,4,12,33.3
19797,6,4,10,40.0
27264,6,4,10,40.0
20435,5,4,9,44.4
2339,6,4,10,40.0
4135,6,4,10,40.0
1604,8,4,12,33.3
3114,8,4,12,33.3
3210,8,4,12,33.3
3310,6,4,10,40.0
3836,8,4,12,33.3
19177,6,4,10,40.0
13890,6,4,10,40.0
6150,4,4,8,50.0
6186,7,4,11,36.4
5940,7,4,11,36.4
5951,7,4,11,36.4
5820,7,4,11,36.4
6112,8,4,12,33.3
1488,7,4,11,36.4
21821,8,4,12,33.3
22084,7,4,11,36.4
22433,6,4,10,40.0
6949,8,4,12,33.3
5536,8,4,12,33.3
6587,9,4,13,30.8
23840,9,4,13,30.8
17978,7,4,11,36.4
1683,5,4,9,44.4
1788,7,4,11,36.4
8756,5,4,9,44.4
27402,8,4,12,33.3
28248,5,4,9,44.4
28046,5,4,9,44.4
27894,7,4,11,36.4
20252,6,4,10,40.0
19278,11,4,15,26.7
20568,8,4,12,33.3
19618,6,4,10,40.0
19639,7,4,11,36.4
19130,7,4,11,36.4
19437,9,4,13,30.8
27037,7,4,11,36.4
5556,5,4,9,44.4
25319,9,4,13,30.8
26552,7,4,11,36.4
19754,7,4,11,36.4
6967,7,4,11,36.4
6497,6,4,10,40.0
27237,8,4,12,33.3
12172,6,4,10,40.0
12873,5,4,9,44.4
10003,6,4,10,40.0
15378,6,4,10,40.0
25202,7,4,11,36.4
15249,6,4,10,40.0
8851,9,4,13,30.8
25006,6,4,10,40.0
9212,6,4,10,40.0
15250,5,4,9,44.4
18040,4,4,8,50.0
2176,6,4,10,40.0
19199,4,4,8,50.0
26661,6,4,10,40.0
27285,6,4,10,40.0
7998,7,4,11,36.4
15882,7,4,11,36.4
22284,4,4,8,50.0
7964,7,4,11,36.4
7971,5,4,9,44.4
1332,8,4,12,33.3
1336,6,4,10,40.0
1089,7,4,11,36.4
8014,4,4,8,50.0
5514,5,4,9,44.4
1420,8,4,12,33.3
974,9,4,13,30.8
1262,8,4,12,33.3
10199,7,4,11,36.4
5679,8,4,12,33.3
19710,4,4,8,50.0
21260,4,4,8,50.0
1807,7,4,11,36.4
6422,9,4,13,30.8
21298,9,4,13,30.8
6968,8,4,12,33.3
21571,4,4,8,50.0
15176,5,4,9,44.4
6991,8,4,12,33.3
4438,6,4,10,40.0
6492,6,4,10,40.0
7013,6,4,10,40.0
22890,7,4,11,36.4
4464,9,4,13,30.8
4224,7,4,11,36.4
17289,7,4,11,36.4
1712,6,4,10,40.0
22211,9,4,13,30.8
20942,6,4,10,40.0
17106,10,4,14,28.6
5077,8,4,12,33.3
4334,8,4,12,33.3
6384,6,4,10,40.0
22773,8,4,12,33.3
11588,5,4,9,44.4
16381,7,4,11,36.4
3838,7,4,11,36.4
6390,7,4,11,36.4
1228,8,4,12,33.3
1520,5,4,9,44.4
566,4,4,8,50.0
9224,10,4,14,28.6
11549,6,4,10,40.0
9337,6,4,10,40.0
8848,4,4,8,50.0
11418,9,4,13,30.8
27043,9,4,13,30.8
9730,4,4,8,50.0
10242,5,4,9,44.4
10247,4,4,8,50.0
9829,7,4,11,36.4
10171,6,4,10,40.0
9713,5,4,9,44.4
9520,9,4,13,30.8
9824,9,4,13,30.8
9643,9,4,13,30.8
9687,7,4,11,36.4
7034,5,4,9,44.4
5473,8,4,12,33.3
11553,6,4,10,40.0
11047,7,4,11,36.4
11326,7,4,11,36.4
11419,7,4,11,36.4
11431,6,4,10,40.0
11487,7,4,11,36.4
17990,8,4,12,33.3
26892,6,4,10,40.0
3617,7,4,11,36.4
8141,5,4,9,44.4
12124,6,4,10,40.0
11633,7,4,11,36.4
11478,11,4,15,26.7
1478,5,4,9,44.4
26173,7,4,11,36.4
15732,5,4,9,44.4
7737,7,4,11,36.4
7237,8,4,12,33.3
1438,6,4,10,40.0
943,6,4,10,40.0
7381,6,4,10,40.0
1004,9,4,13,30.8
16135,5,4,9,44.4
22123,6,4,10,40.0
29049,6,4,10,40.0
28801,8,4,12,33.3
22735,9,4,13,30.8
18899,7,4,11,36.4
18939,6,4,10,40.0
19709,8,4,12,33.3
758,7,4,11,36.4
14631,5,4,9,44.4
5755,6,4,10,40.0
3132,6,4,10,40.0
3177,7,4,11,36.4
3207,7,4,11,36.4
10010,6,4,10,40.0
5641,6,4,10,40.0
1296,4,4,8,50.0
8210,5,4,9,44.4
5657,4,4,8,50.0
7450,9,4,13,30.8
544,5,4,9,44.4
821,9,4,13,30.8
3658,7,4,11,36.4
9292,8,4,12,33.3
7776,8,4,12,33.3
5498,7,4,11,36.4
8578,7,4,11,36.4
906,5,4,9,44.4
7841,9,4,13,30.8
5562,8,4,12,33.3
5607,8,4,12,33.3
6900,6,4,10,40.0
5626,6,4,10,40.0
20474,7,4,11,36.4
26136,4,4,8,50.0
16435,7,4,11,36.4
21335,7,4,11,36.4
24017,5,4,9,44.4
15960,5,4,9,44.4
6794,8,4,12,33.3
7082,8,4,12,33.3
14895,8,4,12,33.3
15191,9,4,13,30.8
15942,6,4,10,40.0
10433,11,4,15,26.7
15358,9,4,13,30.8
5958,7,4,11,36.4
11255,4,4,8,50.0
11165,5,4,9,44.4
283,9,4,13,30.8
5219,8,4,12,33.3
7316,8,4,12,33.3
27322,9,4,13,30.8
14686,9,4,13,30.8
15227,5,4,9,44.4
10347,9,4,13,30.8
10385,6,4,10,40.0
713,8,4,12,33.3
28896,7,4,11,36.4
12707,6,4,10,40.0
24151,7,4,11,36.4
16657,8,4,12,33.3
16926,9,4,13,30.8
16771,6,4,10,40.0
692,8,4,12,33.3
12358,6,4,10,40.0
12488,9,4,13,30.8
18950,5,4,9,44.4
16550,9,4,13,30.8
2821,9,4,13,30.8
16922,6,4,10,40.0
1401,5,4,9,44.4
19835,4,4,8,50.0
20388,9,4,13,30.8
27048,5,4,9,44.4
19142,9,4,13,30.8
19665,8,4,12,33.3
16339,8,4,12,33.3
20198,7,4,11,36.4
24309,6,4,10,40.0
16832,8,4,12,33.3
14354,7,4,11,36.4
28780,5,4,9,44.4
4023,7,4,11,36.4
3269,9,4,13,30.8
14911,7,4,11,36.4
15174,10,4,14,28.6
14557,5,4,9,44.4
6744,11,4,15,26.7
10548,5,4,9,44.4
2532,6,4,10,40.0
7587,6,4,10,40.0
23654,7,4,11,36.4
8837,6,4,10,40.0
8328,6,4,10,40.0
18107,7,4,11,36.4
3089,6,4,10,40.0
10006,5,4,9,44.4
9758,7,4,11,36.4
16673,7,4,11,36.4
16931,9,4,13,30.8
292,7,4,11,36.4
1067,9,4,13,30.8
26168,6,4,10,40.0
1083,5,4,9,44.4
11068,8,4,12,33.3
26428,6,4,10,40.0
20036,5,4,9,44.4
24171,7,4,11,36.4
29053,8,4,12,33.3
16514,8,4,12,33.3
9872,8,4,12,33.3
17046,7,4,11,36.4
15772,5,4,9,44.4
26535,6,4,10,40.0
8363,7,4,11,36.4
19372,5,4,9,44.4
18862,6,4,10,40.0
19630,5,4,9,44.4
19886,8,4,12,33.3
25522,5,4,9,44.4
952,9,4,13,30.8
8643,6,4,10,40.0
8388,6,4,10,40.0
28360,7,4,11,36.4
28640,6,4,10,40.0
9698,6,4,10,40.0
6898,8,4,12,33.3
2400,7,4,11,36.4
3638,7,4,11,36.4
11927,9,4,13,30.8
17442,8,4,12,33.3
3506,8,4,12,33.3
381,8,4,12,33.3
1425,5,4,9,44.4
9560,5,4,9,44.4
1188,8,4,12,33.3
10238,6,4,10,40.0
17735,8,4,12,33.3
1423,5,4,9,44.4
7097,5,4,9,44.4
11526,10,4,14,28.6
11576,8,4,12,33.3
11617,9,4,13,30.8
15692,7,4,11,36.4
15779,9,4,13,30.8
6589,6,4,10,40.0
7378,7,4,11,36.4
17806,5,4,9,44.4
13755,8,4,12,33.3
14858,7,4,11,36.4
29091,8,4,12,33.3
25001,8,4,12,33.3
8885,7,4,11,36.4
13785,8,4,12,33.3
20023,7,4,11,36.4
20085,7,4,11,36.4
19859,8,4,12,33.3
20207,7,4,11,36.4
19954,6,4,10,40.0
2341,6,4,10,40.0
16183,5,4,9,44.4
17268,7,4,11,36.4
17917,7,4,11,36.4
13253,7,4,11,36.4
22964,7,4,11,36.4
26230,7,4,11,36.4
2707,8,4,12,33.3
25496,6,4,10,40.0
9945,6,4,10,40.0
14857,5,4,9,44.4
15037,9,4,13,30.8
8460,8,4,12,33.3
3627,8,4,12,33.3
8306,6,4,10,40.0
3224,6,4,10,40.0
3231,6,4,10,40.0
10222,8,4,12,33.3
9783,5,4,9,44.4
7251,7,4,11,36.4
5047,7,4,11,36.4
9486,7,4,11,36.4
8878,10,4,14,28.6
14426,7,4,11,36.4
13241,7,4,11,36.4
22570,6,4,10,40.0
19326,7,4,11,36.4
12389,7,4,11,36.4
12435,6,4,10,40.0
12446,9,4,13,30.8
21808,4,4,8,50.0
7045,7,4,11,36.4
7051,6,4,10,40.0
12210,6,4,10,40.0
23369,4,4,8,50.0
18771,6,4,10,40.0
18782,8,4,12,33.3
7796,7,4,11,36.4
514,6,4,10,40.0
5788,5,4,9,44.4
20007,7,4,11,36.4
17196,9,4,13,30.8
17745,9,4,13,30.8
16661,7,4,11,36.4
549,8,4,12,33.3
815,5,4,9,44.4
866,6,4,10,40.0
16750,7,4,11,36.4
23680,8,4,12,33.3
168,6,4,10,40.0
16335,7,4,11,36.4
16086,8,4,12,33.3
16099,6,4,10,40.0
12479,6,4,10,40.0
12264,8,4,12,33.3
11512,6,4,10,40.0
1282,9,4,13,30.8
1029,11,4,15,26.7
1561,5,4,9,44.4
15420,7,4,11,36.4
3647,6,4,10,40.0
15936,5,4,9,44.4
14146,6,4,10,40.0
3203,9,4,13,30.8
3480,7,4,11,36.4
1205,7,4,11,36.4
4049,7,4,11,36.4
219,5,4,9,44.4
987,8,4,12,33.3
15335,7,4,11,36.4
7656,6,4,10,40.0
15356,7,4,11,36.4
14635,7,4,11,36.4
15170,8,4,12,33.3
14410,8,4,12,33.3
15203,9,4,13,30.8
15207,8,4,12,33.3
14959,9,4,13,30.8
14844,10,4,14,28.6
3102,8,4,12,33.3
5637,8,4,12,33.3
7177,9,4,13,30.8
7454,8,4,12,33.3
7457,6,4,10,40.0
11300,6,4,10,40.0
7216,6,4,10,40.0
13367,7,4,11,36.4
13385,7,4,11,36.4
6238,9,4,13,30.8
7268,5,4,9,44.4
16278,7,4,11,36.4
7065,6,4,10,40.0
8859,6,4,10,40.0
13216,7,4,11,36.4
1965,4,4,8,50.0
6831,11,4,15,26.7
1718,6,4,10,40.0
1984,6,4,10,40.0
6605,9,4,13,30.8
1742,8,4,12,33.3
3280,8,4,12,33.3
14717,8,4,12,33.3
26486,6,4,10,40.0
14867,8,4,12,33.3
12950,10,4,14,28.6
9048,7,4,11,36.4
6037,6,4,10,40.0
1454,11,4,15,26.7
17593,8,4,12,33.3
1569,6,4,10,40.0
2129,5,4,9,44.4
1653,7,4,11,36.4
1705,9,4,13,30.8
2000,7,4,11,36.4
12187,7,4,11,36.4
20225,7,4,11,36.4
8474,5,4,9,44.4
14565,5,4,9,44.4
20339,10,4,14,28.6
20084,6,4,10,40.0
20127,7,4,11,36.4
20135,6,4,10,40.0
19880,7,4,11,36.4
14695,9,4,13,30.8
14516,6,4,10,40.0
13678,6,4,10,40.0
5192,7,4,11,36.4
9939,9,4,13,30.8
27701,5,4,9,44.4
16697,6,4,10,40.0
17287,7,4,11,36.4
23463,6,4,10,40.0
24311,8,4,12,33.3
8782,9,4,13,30.8
8310,7,4,11,36.4
14201,6,4,10,40.0
13090,7,4,11,36.4
25722,5,4,9,44.4
18300,5,4,9,44.4
18045,5,4,9,44.4
18645,7,4,11,36.4
13598,7,4,11,36.4
11554,6,4,10,40.0
11573,6,4,10,40.0
11469,7,4,11,36.4
15260,7,4,11,36.4
13745,8,4,12,33.3
22374,4,4,8,50.0
4611,5,4,9,44.4
5914,7,4,11,36.4
21568,8,4,12,33.3
20820,4,4,8,50.0
20572,4,4,8,50.0
4735,7,4,11,36.4
21120,7,4,11,36.4
4481,6,4,10,40.0
4241,9,4,13,30.8
21159,7,4,11,36.4
4521,7,4,11,36.4
20916,5,4,9,44.4
4547,8,4,12,33.3
4560,9,4,13,30.8
6868,7,4,11,36.4
20948,7,4,11,36.4
22231,6,4,10,40.0
5086,10,4,14,28.6
13057,6,4,10,40.0
1970,7,4,11,36.4
8533,8,4,12,33.3
8683,7,4,11,36.4
9344,6,4,10,40.0
15381,5,4,9,44.4
11345,8,4,12,33.3
11091,10,4,14,28.6
11130,9,4,13,30.8
13619,8,4,12,33.3
17749,6,4,10,40.0
17570,6,4,10,40.0
17908,5,4,9,44.4
3855,9,4,13,30.8
3361,9,4,13,30.8
3904,8,4,12,33.3
3702,7,4,11,36.4
23200,5,4,9,44.4
16076,5,4,9,44.4
19167,7,4,11,36.4
22496,6,4,10,40.0
10764,5,4,9,44.4
10769,8,4,12,33.3
25889,6,4,10,40.0
10532,8,4,12,33.3
24612,7,4,11,36.4
25384,9,4,13,30.8
10803,8,4,12,33.3
10806,5,4,9,44.4
11064,8,4,12,33.3
10849,5,4,9,44.4
10604,8,4,12,33.3
8872,10,4,14,28.6
10418,9,4,13,30.8
10954,7,4,11,36.4
26319,6,4,10,40.0
8921,5,4,9,44.4
15611,5,4,9,44.4
4256,6,4,10,40.0
4052,6,4,10,40.0
2279,8,4,12,33.3
8985,6,4,10,40.0
25124,7,4,11,36.4
2891,7,4,11,36.4
8563,6,4,10,40.0
24245,8,4,12,33.3
3060,7,4,11,36.4
23798,8,4,12,33.3
3067,5,4,9,44.4
9822,6,4,10,40.0
12141,7,4,11,36.4
24094,7,4,11,36.4
16930,7,4,11,36.4
24887,4,4,8,50.0
1098,6,4,10,40.0
23216,8,4,12,33.3
21563,7,4,11,36.4
14036,6,4,10,40.0
1666,4,4,8,50.0
11446,6,4,10,40.0
8970,7,4,11,36.4
9459,8,4,12,33.3
5818,8,4,12,33.3
6125,8,4,12,33.3
3693,8,4,12,33.3
18886,6,4,10,40.0
9988,6,4,10,40.0
1676,5,4,9,44.4
2238,7,4,11,36.4
2781,8,4,12,33.3
2029,8,4,12,33.3
6660,6,4,10,40.0
6406,4,4,8,50.0
19229,10,4,14,28.6
4639,6,4,10,40.0
7470,5,4,9,44.4
4915,6,4,10,40.0
17232,9,4,13,30.8
1363,7,4,11,36.4
4442,5,4,9,44.4
16241,7,4,11,36.4
4985,8,4,12,33.3
4476,9,4,13,30.8
4491,5,4,9,44.4
916,6,4,10,40.0
6811,7,4,11,36.4
20893,7,4,11,36.4
6316,8,4,12,33.3
17888,7,4,11,36.4
4596,6,4,10,40.0
4598,4,4,8,50.0
8451,7,4,11,36.4
9528,7,4,11,36.4
9787,9,4,13,30.8
9063,5,4,9,44.4
12677,9,4,13,30.8
10161,8,4,12,33.3
9907,5,4,9,44.4
9398,11,4,15,26.7
19596,6,4,10,40.0
17871,7,4,11,36.4
3382,4,4,8,50.0
13844,8,4,12,33.3
27521,7,4,11,36.4
27600,9,4,13,30.8
28114,6,4,10,40.0
11264,9,4,13,30.8
11116,10,4,14,28.6
3354,6,4,10,40.0
3356,9,4,13,30.8
13089,6,4,10,40.0
3885,4,4,8,50.0
12846,9,4,13,30.8
3651,5,4,9,44.4
3917,7,4,11,36.4
4690,5,4,9,44.4
3418,7,4,11,36.4
12908,8,4,12,33.3
3696,5,4,9,44.4
13192,4,4,8,50.0
4032,8,4,12,33.3
4035,7,4,11,36.4
3781,8,4,12,33.3
13037,7,4,11,36.4
13049,9,4,13,30.8
6142,7,4,11,36.4
12496,7,4,11,36.4
6675,6,4,10,40.0
4661,5,4,9,44.4
4980,9,4,13,30.8
6781,5,4,9,44.4
5019,11,4,15,26.7
6819,8,4,12,33.3
4818,6,4,10,40.0
1241,7,4,11,36.4
24951,6,4,10,40.0
13442,7,4,11,36.4
12277,6,4,10,40.0
22048,9,4,13,30.8
22305,6,4,10,40.0
23941,4,4,8,50.0
682,6,4,10,40.0
16834,10,4,14,28.6
20938,6,4,10,40.0
16878,6,4,10,40.0
17134,6,4,10,40.0
19919,6,4,10,40.0
12193,6,4,10,40.0
10785,6,4,10,40.0
9556,6,4,10,40.0
26485,5,4,9,44.4
25488,5,4,9,44.4
9675,6,4,10,40.0
27189,5,4,9,44.4
27213,7,4,11,36.4
27275,5,4,9,44.4
26558,6,4,10,40.0
27080,6,4,10,40.0
27381,8,4,12,33.3
6239,9,4,13,30.8
20369,5,4,9,44.4
20397,6,4,10,40.0
20398,7,4,11,36.4
897,8,4,12,33.3
13956,8,4,12,33.3
7663,7,4,11,36.4
7409,7,4,11,36.4
15601,6,4,10,40.0
15558,5,4,9,44.4
13779,10,4,14,28.6
20293,6,4,10,40.0
17965,9,4,13,30.8
18993,7,4,11,36.4
16252,6,4,10,40.0
5640,6,4,10,40.0
13737,7,4,11,36.4
9197,8,4,12,33.3
10755,9,4,13,30.8
10579,6,4,10,40.0
10885,11,4,15,26.7
10976,4,4,8,50.0
4161,9,4,13,30.8
1664,5,4,9,44.4
2218,6,4,10,40.0
5949,9,4,13,30.8
11022,10,4,14,28.6
25090,6,4,10,40.0
20274,6,4,10,40.0
8485,6,4,10,40.0
8622,11,4,15,26.7
8673,6,4,10,40.0
8420,6,4,10,40.0
14609,8,4,12,33.3
14616,7,4,11,36.4
15129,7,4,11,36.4
14874,9,4,13,30.8
14640,7,4,11,36.4
14385,5,4,9,44.4
15159,8,4,12,33.3
14398,7,4,11,36.4
15173,5,4,9,44.4
14930,8,4,12,33.3
14676,10,4,14,28.6
14933,8,4,12,33.3
14425,7,4,11,36.4
15210,5,4,9,44.4
14445,7,4,11,36.4
14962,5,4,9,44.4
14974,7,4,11,36.4
14474,6,4,10,40.0
14478,7,4,11,36.4
14995,8,4,12,33.3
14745,9,4,13,30.8
14497,6,4,10,40.0
15014,6,4,10,40.0
14769,7,4,11,36.4
14529,7,4,11,36.4
14789,7,4,11,36.4
15061,5,4,9,44.4
14576,10,4,14,28.6
12200,5,4,9,44.4
27220,5,4,9,44.4
10332,6,4,10,40.0
9263,7,4,11,36.4
12100,9,4,13,30.8
24203,8,4,12,33.3
18355,8,4,12,33.3
13919,8,4,12,33.3
19823,7,4,11,36.4
14249,7,4,11,36.4
28898,6,4,10,40.0
660,6,4,10,40.0
11989,7,4,11,36.4
6401,7,4,11,36.4
4698,8,4,12,33.3
5061,7,4,11,36.4
21201,4,4,8,50.0
1522,7,4,11,36.4
158,8,4,12,33.3
8026,5,4,9,44.4
2296,8,4,12,33.3
28696,8,4,12,33.3
26944,7,4,11,36.4
26726,6,4,10,40.0
26784,7,4,11,36.4
26806,11,4,15,26.7
26807,5,4,9,44.4
26564,11,4,15,26.7
12577,7,4,11,36.4
1808,9,4,13,30.8
15649,5,4,9,44.4
1060,7,4,11,36.4
5697,8,4,12,33.3
1353,4,4,8,50.0
9819,7,4,11,36.4
635,6,4,10,40.0
3717,8,4,12,33.3
661,8,4,12,33.3
15773,9,4,13,30.8
984,9,4,13,30.8
12123,8,4,12,33.3
27203,5,4,9,44.4
26804,9,4,13,30.8
10170,5,4,9,44.4
9969,7,4,11,36.4
20174,6,4,10,40.0
14887,6,4,10,40.0
13392,8,4,12,33.3
13231,5,4,9,44.4
21113,8,4,12,33.3
21375,7,4,11,36.4
17816,7,4,11,36.4
19703,5,4,9,44.4
15458,5,4,9,44.4
13739,8,4,12,33.3
26404,5,4,9,44.4
25288,5,4,9,44.4
4908,6,4,10,40.0
4710,6,4,10,40.0
5008,7,4,11,36.4
17730,5,4,9,44.4
27133,6,4,10,40.0
10050,6,4,10,40.0
11174,7,4,11,36.4
12286,4,4,8,50.0
7164,8,4,12,33.3
14358,6,4,10,40.0
15137,8,4,12,33.3
14682,6,4,10,40.0
15211,7,4,11,36.4
15018,5,4,9,44.4
15027,4,4,8,50.0
15051,5,4,9,44.4
15103,5,4,9,44.4
26431,8,4,12,33.3
26450,4,4,8,50.0
3649,9,4,13,30.8
12929,6,4,10,40.0
8357,7,4,11,36.4
11856,7,4,11,36.4
2845,8,4,12,33.3
10083,5,4,9,44.4
11875,5,4,9,44.4
11895,6,4,10,40.0
11902,6,4,10,40.0
11914,6,4,10,40.0
12178,6,4,10,40.0
11947,4,4,8,50.0
12205,9,4,13,30.8
9903,7,4,11,36.4
12223,5,4,9,44.4
12230,6,4,10,40.0
11981,6,4,10,40.0
12023,7,4,11,36.4
28551,7,4,11,36.4
14298,5,4,9,44.4
11798,7,4,11,36.4
4608,6,4,10,40.0
4873,9,4,13,30.8
4636,7,4,11,36.4
4906,4,4,8,50.0
4672,6,4,10,40.0
4418,5,4,9,44.4
4689,6,4,10,40.0
4956,7,4,11,36.4
5021,7,4,11,36.4
4258,8,4,12,33.3
4259,7,4,11,36.4
4520,5,4,9,44.4
4326,8,4,12,33.3
4840,7,4,11,36.4
26917,7,4,11,36.4
24016,8,4,12,33.3
14742,6,4,10,40.0
19293,7,4,11,36.4
24161,4,4,8,50.0
24183,8,4,12,33.3
10278,7,4,11,36.4
26972,7,4,11,36.4
26979,6,4,10,40.0
27284,8,4,12,33.3
13716,7,4,11,36.4
11843,8,5,13,38.5
1629,12,5,17,29.4
15723,12,5,17,29.4
11389,8,5,13,38.5
11668,8,5,13,38.5
755,6,5,11,45.5
13519,6,5,11,45.5
17414,9,5,14,35.7
17170,7,5,12,41.7
1825,9,5,14,35.7
17201,12,5,17,29.4
6708,8,5,13,38.5
17720,11,5,16,31.3
16196,10,5,15,33.3
23625,6,5,11,45.5
27465,8,5,13,38.5
19539,9,5,14,35.7
24157,8,5,13,38.5
17769,9,5,14,35.7
17518,9,5,14,35.7
22915,9,5,14,35.7
17031,10,5,15,33.3
23213,9,5,14,35.7
28872,8,5,13,38.5
17113,13,5,18,27.8
20959,9,5,14,35.7
17387,7,5,12,41.7
1516,10,5,15,33.3
6892,8,5,13,38.5
6897,11,5,16,31.3
17140,9,5,14,35.7
16123,10,5,15,33.3
16901,7,5,12,41.7
16854,9,5,14,35.7
13477,12,5,17,29.4
14597,5,5,10,50.0
28466,7,5,12,41.7
18708,9,5,14,35.7
24644,8,5,13,38.5
3039,11,5,16,31.3
15655,9,5,14,35.7
5651,8,5,13,38.5
19631,9,5,14,35.7
16430,10,5,15,33.3
16232,12,5,17,29.4
370,11,5,16,31.3
16767,9,5,14,35.7
17129,8,5,13,38.5
17950,10,5,15,33.3
20360,12,5,17,29.4
6918,6,5,11,45.5
1544,8,5,13,38.5
6673,9,5,14,35.7
28447,13,5,18,27.8
22835,6,5,11,45.5
23617,8,5,13,38.5
1606,8,5,13,38.5
17499,8,5,13,38.5
1895,8,5,13,38.5
23175,7,5,12,41.7
28296,8,5,13,38.5
22922,6,5,11,45.5
17325,6,5,11,45.5
23473,8,5,13,38.5
17605,8,5,13,38.5
17874,8,5,13,38.5
17370,8,5,13,38.5
225,11,5,16,31.3
28424,10,5,15,33.3
14170,6,5,11,45.5
28548,8,5,13,38.5
2588,7,5,12,41.7
5916,10,5,15,33.3
9500,10,5,15,33.3
2593,12,5,17,29.4
9517,8,5,13,38.5
10049,8,5,13,38.5
9045,9,5,14,35.7
9578,9,5,14,35.7
9862,10,5,15,33.3
8856,9,5,14,35.7
8870,12,5,17,29.4
8900,9,5,14,35.7
10181,6,5,11,45.5
9161,9,5,14,35.7
8940,6,5,11,45.5
8947,10,5,15,33.3
24558,8,5,13,38.5
6763,9,5,14,35.7
19452,8,5,13,38.5
11807,8,5,13,38.5
11758,11,5,16,31.3
11765,7,5,12,41.7
25038,6,5,11,45.5
7448,7,5,12,41.7
8103,10,5,15,33.3
8107,8,5,13,38.5
8110,10,5,15,33.3
8160,10,5,15,33.3
8185,8,5,13,38.5
8191,8,5,13,38.5
3680,8,5,13,38.5
3201,13,5,18,27.8
3225,10,5,15,33.3
3250,10,5,15,33.3
27757,8,5,13,38.5
20811,7,5,12,41.7
17493,7,5,12,41.7
19562,10,5,15,33.3
22391,7,5,12,41.7
17827,8,5,13,38.5
17318,8,5,13,38.5
28847,10,5,15,33.3
19637,10,5,15,33.3
18620,8,5,13,38.5
20428,8,5,13,38.5
18149,6,5,11,45.5
5120,11,5,16,31.3
5121,6,5,11,45.5
22791,9,5,14,35.7
4371,8,5,13,38.5
4378,9,5,14,35.7
20565,9,5,14,35.7
20579,9,5,14,35.7
4987,5,5,10,50.0
20636,10,5,15,33.3
5024,8,5,13,38.5
20651,8,5,13,38.5
20654,8,5,13,38.5
4554,7,5,12,41.7
20704,7,5,12,41.7
4332,8,5,13,38.5
5110,7,5,12,41.7
4343,9,5,14,35.7
586,9,5,14,35.7
26266,10,5,15,33.3
27315,11,5,16,31.3
14913,12,5,17,29.4
14534,10,5,15,33.3
14817,9,5,14,35.7
2349,8,5,13,38.5
22066,7,5,12,41.7
20925,8,5,13,38.5
14156,7,5,12,41.7
28900,12,5,17,29.4
15869,8,5,13,38.5
7157,6,5,11,45.5
7194,7,5,12,41.7
12815,6,5,11,45.5
27466,12,5,17,29.4
27510,8,5,13,38.5
27552,8,5,13,38.5
27599,9,5,14,35.7
12768,12,5,17,29.4
1513,10,5,15,33.3
3580,8,5,13,38.5
27178,8,5,13,38.5
1552,6,5,11,45.5
997,7,5,12,41.7
20294,9,5,14,35.7
20307,8,5,13,38.5
20055,9,5,14,35.7
20059,8,5,13,38.5
20106,8,5,13,38.5
28337,7,5,12,41.7
6591,10,5,15,33.3
28969,5,5,10,50.0
28497,6,5,11,45.5
13684,9,5,14,35.7
5983,7,5,12,41.7
25083,7,5,12,41.7
14832,7,5,12,41.7
23877,9,5,14,35.7
23945,10,5,15,33.3
15369,10,5,15,33.3
10538,10,5,15,33.3
11324,6,5,11,45.5
11090,7,5,12,41.7
11102,8,5,13,38.5
10848,10,5,15,33.3
11107,13,5,18,27.8
10352,10,5,15,33.3
15473,7,5,12,41.7
11126,5,5,10,50.0
15482,7,5,12,41.7
10391,8,5,13,38.5
11181,9,5,14,35.7
10701,9,5,14,35.7
11237,12,5,17,29.4
15599,9,5,14,35.7
10230,8,5,13,38.5
15217,5,5,10,50.0
18775,10,5,15,33.3
27313,8,5,13,38.5
29109,10,5,15,33.3
